Gene,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
  Pou2af1,13.5886,13.6657,13.4683,13.5414,13.1131,13.2479,13.1624,13.232,13.6459,13.7707,13.3874,13.2344
  Pou3f4,3.7743,3.8917,3.8824,4.3073,5.51,6.0935,4.3479,4.6074,4.9245,4.1706,3.4374,4.0184
  Pou6f1,10.2306,10.494,10.268,10.5846,9.3391,9.4816,8.8179,9.0287,10.2435,10.0533,8.0426,8.364
  Pou6f2,4.5059,4.6828,4.4959,4.4785,6.1507,6.65,4.6121,3.8266,4.7691,4.7422,4.546,4.6987
  Ppa1,9.197,8.5888,9.159,8.3878,10.402,10.1576,10.8579,10.8001,8.6589,8.7524,12.4583,11.6325
  Ppan,10.3638,10.2589,10.2097,10.2245,12.0757,12.2754,12.3085,12.3361,10.3182,10.4616,13.1824,12.874
  Ppargc1a,8.0801,8.3113,8.2706,8.5178,7.5627,7.6347,7.3892,7.2812,8.4282,8.2741,7.1934,7.3601
  Ppat,10.2552,9.9329,10.0137,9.8616,10.8735,10.8704,10.83,10.8803,9.8442,9.907,12.6229,12.1918
  Ppbp,6.9847,6.6331,6.7621,7.045,7.3773,5.7322,6.6556,5.9676,6.5777,7.2967,4.4739,6.6084
  Ppdpf,11.026,10.7677,10.653,10.6436,10.1392,9.9051,10.2787,10.6355,10.7838,11.041,11.0737,10.7591
  Ppia,13.772,13.4423,13.7746,13.39,14.6335,14.3646,15.3186,15.1923,13.6671,13.7326,15.8037,15.4053
  Ppic,4.1339,4.2261,3.6773,3.7166,4.5918,3.7499,2.75,3.9506,3.6474,3.6731,2.6502,4.3983
  Ppid,10.9285,10.8255,10.7429,10.6458,11.3392,11.4755,11.9059,11.9192,10.7926,10.8848,12.939,12.4559
  Ppie,9.4363,9.1881,9.2841,9.0553,10.2562,10.004,10.8354,10.8656,9.3834,9.4055,11.4394,10.8623
  Ppif,9.4023,9.2554,9.1712,9.4252,9.5551,9.6708,10.0191,10.1105,9.3598,9.5027,11.0645,10.6617
  Ppil1,9.6132,9.5813,9.7414,9.7406,9.6759,9.5523,9.8631,9.9508,9.7576,9.7545,10.885,10.4531
  Ppl,8.2851,8.2901,8.1167,8.0773,7.33,7.593,6.7861,6.9946,7.2926,7.2724,5.5631,5.9297
  Ppm1d,9.7803,9.7387,9.7265,9.9503,12.1761,12.2583,12.5309,12.6053,9.8109,9.9549,10.1411,9.5774
  Ppm1e,8.9595,9.1374,8.9063,9.5505,8.935,9.0994,9.416,9.4603,9.7329,9.8575,9.6745,9.3906
  Ppm1f,10.0297,9.9791,10.0894,10.079,10.0797,9.9333,10.6223,10.6134,10.1283,10.2193,11.4305,10.8954
  Ppm1j,5.2064,5.4429,5.2179,4.8961,5.0072,6.3152,5.0875,5.0007,5.7862,4.0987,3.7127,5.7451
  Ppm1l,9.4968,9.5003,9.4704,9.8884,8.7541,8.9196,8.8523,9.1789,9.6628,9.7085,8.8933,8.4165
  Ppm1m,10.9691,11.0354,10.9149,11.068,10.3818,10.0433,10.4502,10.6629,11.1116,11.1793,10.5773,10.329
  Ppp1ca,12.8967,12.6782,12.9084,12.6721,12.6239,12.2588,12.7075,12.9291,13.025,13.0759,13.7598,13.2263
  Ppp1cb,12.2482,12.1536,12.1932,12.6418,11.9483,11.9951,12.4538,12.228,12.236,12.7028,12.9043,12.5062
  Ppp1r13l,3.4726,3.4555,3.3019,4.1808,5.9463,6.1329,6.6941,6.5414,3.5553,3.21,4.6147,4.089
  Ppp1r14b,9.4682,9.0849,9.1931,9.0887,11.1915,11.0131,11.4261,11.4587,9.0828,9.4459,12.0199,11.6844
  Ppp1r14c,4.3319,5.1909,4.9707,5.4836,5.0072,5.1756,4.5293,4.4481,4.8095,5.0008,3.7127,3.944
  Ppp1r17,3.7046,3.4555,3.1514,4.042,5.2804,6.3821,3.241,4.1706,3.8931,4.0231,3.2771,3.7828
  Ppp1r18,12.1084,12.0874,12.0047,12.315,11.4533,11.5719,11.1838,11.0971,12.151,12.1524,12.1941,11.9009
  Ppp1r27,3.5542,2.8274,3.9749,3.2958,4.5918,5.1756,5.489,5.2137,3.6474,2.9073,5.0211,4.8283
  Ppp1r2-ps4,3.3862,2.9768,3.4382,2,2,6.2086,2,6.1338,2,4.6943,2,2
  Ppp1r32,4.5059,4.9228,4.8778,4.9745,7.6326,8.5345,7.3774,6.9802,4.9609,5.3802,7.0395,7.5157
  Ppp1r36,2.5696,2.4722,2.5739,3.1682,6.2557,6.0935,7.147,6.9508,2.8283,3.0666,2.3615,3.1509
  Ppp1r3d,5.181,4.2846,4.7786,3.2958,5.2298,5.5694,5.3021,4.1706,2.9778,3.5705,3.0969,3.7828
  Ppp1r9a,7.7138,8.0873,8.3244,8.2683,7.9467,8.2146,7.5553,7.5101,8.0686,7.7246,6.8531,7.4899
  Ppp1r9b,11.7881,11.8395,11.7682,11.8983,11.456,11.3167,11.2312,11.4736,11.7031,11.7433,11.9514,11.5866
  Ppp2cb,9.606,9.3509,9.5231,9.4339,9.2177,9.1142,9.6737,9.6688,9.4977,9.6325,10.2718,9.8278
  Ppp2r5b,8.7111,8.748,8.6533,8.6005,7.9623,8.1488,8.2086,8.383,8.8284,8.7786,8.645,7.8314
  Ppp2r5d,10.0198,9.9556,9.8988,9.9672,12.2758,12.2307,12.706,12.8853,9.9778,10.0148,11.4837,11.0622
  Ppp3ca,12.7548,12.7814,12.7746,12.954,12.2668,12.1928,12.262,12.5309,12.9757,13.0887,13.2995,12.9815
  Ppt1,11.6621,11.4127,11.7109,11.4849,11.0444,10.9063,11.1392,11.0971,11.3778,11.6378,10.9603,11.0551
  Ppt2,9.0589,8.9031,9.3132,8.547,8.9816,8.5197,8.4915,8.2565,8.588,8.6957,7.7839,8.4671
  Pptc7,10.7497,10.8304,10.8089,11.0613,10.4526,10.5521,10.6022,10.5777,10.9609,10.9463,11.5509,10.8414
  Pqbp1,11.0393,10.9243,10.9756,10.8118,10.7808,10.7232,10.7189,10.8567,10.936,11.1378,11.7183,11.259
  Pqlc2,9.9481,9.8275,9.881,10.1065,8.935,8.8444,9.1512,9.1947,9.9633,9.9214,10.0417,9.8239
  Pradc1,7.7788,7.6209,7.537,7.8361,7.4999,7.3132,7.8981,7.9273,7.7163,7.8115,8.9575,8.5509
  Praf2,8.0835,7.8657,7.9893,7.2715,8.318,8.2054,8.3479,8.9343,7.711,7.7246,9.4696,8.8747
  Pramel6,4.9891,5.4169,5.0579,5.429,4.6699,4.7381,4.6903,4.6808,5.5678,5.4684,3.9438,4.0184
  Prdm1,8.6382,8.6569,8.6568,8.176,8.516,8.9694,7.8392,8.131,7.8725,7.966,7.5141,7.6562
  Prdm12,2.5696,3.2359,3.3019,3.4131,4.5093,5.3859,2,3.6909,2.9778,2.5238,3.0969,3.5012
  Prdm14,2,2,2,2,3.7427,4.7381,2.4232,2.7108,2,2,3.4374,3.2773
  Prdm16,5.7643,5.7432,5.9909,6.1229,5.6706,6.2805,5.5321,5.8451,5.8262,6.1224,8.0734,6.6788
  Prdm8,5.8952,6.4016,6.235,6.7203,7.1235,7.2248,6.2006,6.5994,6.3634,5.9695,4.9162,6.0586
  Prdx1,12.2188,11.8872,12.5596,11.9662,12.5445,12.2307,13.0004,12.8399,11.9039,12.0291,13.5708,13.1417
  Prdx2,10.8302,10.4643,10.7289,10.5207,10.3746,10.0664,10.8504,10.8832,10.482,10.981,11.4974,11.1938
  Prdx3,10.2213,9.9318,10.1821,9.7888,10.3135,10.1906,11.1251,10.8527,10.0397,10.1024,11.769,11.3368
  Prdx4,9.2346,9.0261,9.1907,8.4336,8.9624,8.6746,8.7186,8.8492,8.8358,8.8042,9.2279,9.1411
  Prdx5,10.2846,9.9387,10.2392,10.19,10.0398,9.805,10.2755,10.381,10.2287,10.4327,10.7982,10.5813
  Prelid1,11.2305,10.8517,10.9516,10.8138,10.7687,10.4928,10.9262,11.1212,10.9234,11.0422,11.6215,11.3167
  Prelp,2.7186,2.2553,2.9833,2.5016,4.6699,4.5177,2.75,2,2.8283,2.5238,2.6502,3.6949
  Prex1,11.9318,12.1269,11.9502,12.5716,11.5461,11.5879,11.1101,11.1088,12.1284,12.1182,10.8174,11.2033
  Prf1,7.7873,7.6322,7.8435,8.0905,7.1096,7.607,7.7598,7.598,7.8914,7.3441,6.9225,7.3312
  Prg2,7.6079,7.4137,7.5521,5.3131,7.9854,8.6132,6.3528,7.0649,5.903,5.9286,5.9561,5.5584
  Prg3,5.1551,4.9591,5.3959,5.7958,4.4217,4.2574,3.241,3.8266,5.0648,6.1582,4.3179,6.1441
  Prickle4,4.0799,4.6387,4.432,3.8051,4.744,2,4.7646,4.5299,3.9666,4.4846,4.8607,5.2545
  Prim1,9.1271,8.882,8.9695,8.7695,9.4539,9.4546,10.0286,10.1402,9.1882,8.9921,10.6909,10.1054
  Primpol,10.035,10.0929,9.9862,10.19,9.7474,9.7234,10.1163,10.0938,10.1153,10.3057,10.589,10.3014
  Prkaa2,3.2942,3.5539,3.9749,3.8051,5.6321,5.8785,5.8375,5.2624,3.6474,2.9073,3.5816,3.0123
  Prkab2,9.6,9.7697,9.7181,9.801,9.2498,9.4272,9.5945,9.5658,9.7381,9.7009,10.5336,10.1012
  Prkaca,9.8034,9.7348,9.5135,9.7929,9.3832,9.124,9.5401,9.8349,9.6279,9.7778,9.7996,9.4286
  Prkacb,12.0257,11.9949,12.0932,12.0638,11.1757,11.1586,11.5455,11.5716,12.0935,12.1533,12.0028,11.7158
  Prkar1b,6.7881,6.4913,6.8624,7.2637,6.8153,6.65,7.0612,6.259,6.6238,6.6733,5.4549,6.4563
  Prkar2b,7.7401,7.3738,7.1273,7.0897,6.9929,6.5073,6.2531,6.2828,6.7948,7.3441,6.8531,7.1937
  Prkca,10.4595,10.4128,10.3064,10.7238,9.7339,9.8879,9.5996,9.6665,10.4448,10.4068,9.7316,9.4656
  Prkce,11.4048,11.7151,11.4105,12.2072,11.7362,11.8644,12.1771,12.1658,11.8226,11.9569,10.1279,10.2338
  Prkcg,7.2767,7.4965,7.3935,8.6962,7.2686,7.5788,6.7317,6.4179,8.3515,8.4897,6.7951,7.2175
  Prkcz,8.0132,8.1157,7.8188,7.8096,7.1912,7.607,7.4125,7.2573,7.8337,7.5736,7.4961,7.3018
  Prkcz2,8.1006,8.1476,8.0807,8.2991,7.6805,7.6484,7.6948,8.0432,8.2,8.1417,7.9592,7.9067
  Prkg1,3.4726,3.6461,2.9833,2.5016,5.3294,5.7826,5.489,5.8767,4.0364,2.7283,5.9022,6.0761
  Prl2c3,3.8408,4.6828,4.3652,4.8132,2,2,2,3.5411,4.9245,4.3671,2,2
  Prmt1,10.2854,10.2452,10.2907,10.5134,11.7407,11.7917,11.8483,11.9005,10.3698,10.483,12.0512,11.9971
  Prmt3,10.8291,10.8402,10.8073,10.8125,11.8569,11.8898,12.4736,12.3922,10.8872,10.934,13.0893,12.6898
  Prmt5,10.2734,10.0608,10.1226,10.1869,11.289,11.3071,11.4125,11.5565,10.1183,10.2734,12.5554,12.3687
  Prmt7,9.9462,9.8225,9.9538,9.9234,10.9673,11.1187,11.628,11.6056,10.0898,10.1947,12.51,12.0267
  Prmt8,3.9044,4.1015,4.557,4.8961,5.2804,5.7322,3.4354,2.9672,4.4488,4.2391,3.0969,4.2824
  Prnp,8.6637,8.4773,8.8974,8.3367,8.4839,8.5271,8.28,8.2803,8.0476,8.0494,7.4309,8.1115
  Prob1,7.1836,6.9726,6.8745,7.0082,8.4676,8.4896,8.951,9.1306,6.6351,6.7339,7.8279,7.6907
  Procr,5.181,4.8078,5.0579,4.4785,5.6706,5.0162,5.3512,5.1112,4.4488,5.4684,4.1429,5.7006
  Prokr1,5.2064,4.8471,4.6157,4.7252,5.6706,5.3192,5.0284,3.9506,3.7341,5.1506,6.464,6.2862
  Prol1,2,2.2553,2,2,3.8805,5.1756,2,2.7108,2,2,2,2
  Prom2,2.5696,2.9768,2.3153,2.6992,4.4217,4.9293,2.75,3.374,3.4568,2.7283,3.0969,3.2773
  Prox1,4.6612,5.3083,5.3273,5.0122,5.6706,6.2086,4.2479,3.5411,5.1302,5.3182,3.5816,5.4551
  Prpf19,11.2212,11.1232,11.3534,11.1901,12.1605,12.0321,12.7787,12.8728,11.2844,11.3079,13.6111,12.9413
  Prpf31,10.6748,10.568,10.6799,10.4488,11.5988,11.6613,11.8225,11.9981,10.6193,10.831,12.6325,12.4517
  Prps1,8.9426,8.7635,9.0165,8.8678,9.2905,9.4507,9.8924,9.8687,8.8309,8.8651,10.68,10.2445
  Prps1l3,10.4542,10.3846,10.4793,10.2689,10.67,10.7248,11.2475,11.1912,10.3622,10.3881,12.0872,11.4295
  Prr29,6.7881,7.0756,6.6402,7.6275,6.9929,7.2608,6.5546,6.2348,7.3348,7.405,7.2156,7.2254
  Prrg4,7.5445,7.7036,7.459,7.3691,12.6527,12.5114,13.1677,13.185,6.9922,7.1081,7.4685,7.3385
  Prrx1,5.9262,6.5521,5.8514,7.0082,8.1097,8.6612,6.8893,6.6551,6.7745,6.1582,6.2432,6.9014
  Prss12,7.1708,6.852,6.4915,6.9988,6.6898,7.0912,7.3536,6.9208,6.7435,7.4847,6.6876,7.7077
  Prss16,5.256,4.9228,4.8291,4.5314,4.4217,4.8369,4.6903,4.6074,5.0648,4.5932,5.2105,5.3439
  Prss2,2.2158,2,2.7931,2.873,2.7403,5.3192,3.6067,3.1849,2.6614,2,2,2.2671
  Prss22,3.7743,3.8917,4.4959,4.5823,5.0662,6.1329,3.0163,4.1706,4.2277,4.0987,3.8329,3.6013
  Prss30,6.6372,6.8808,6.5225,7.3691,6.8153,6.8286,7.0464,6.1852,6.9922,6.9331,5.9561,6.3306
  Prss56,2.2158,2,2,2,4.3285,5.2492,5.4445,5.0007,2,2,2,2
  Prtg,3.2942,3.6461,3.7835,4.042,5.2804,6.1712,3.241,4.1706,4.4991,4.0231,3.0969,3.0123
  Prx,4.6976,4.7673,3.9749,4.3667,4.8816,5.5108,4.2479,4.2692,5.0648,5.1506,3.5816,4.6053
  Psap,15.0533,14.861,15.1595,15.0175,14.2071,13.9016,14.326,14.2289,14.5865,14.7784,13.7478,13.9604
  Psapl1,4.3774,4.1651,4.2951,5.3429,3.4202,3.9396,3.6067,2.7108,4.5948,4.6446,2.6502,3.1509
  Psat1,9.447,9.0972,9.395,9.0909,10.0063,9.8321,10.1304,10.1563,8.8553,9.002,11.6852,11.0775
  Psd3,10.514,10.6179,10.5803,11.0075,9.8026,9.749,9.9729,10.0143,10.8177,10.9935,9.0503,9.0946
  Psen2,10.5721,10.6314,10.6122,10.627,9.9605,9.7773,9.9943,10.2438,10.6613,10.6798,10.4632,10.2561
  Psma2,11.0442,10.8237,11.1427,10.685,11.2169,10.973,11.5422,11.5163,11.0497,11.1328,12.6221,12.1418
  Psma3,11.1606,11.0665,11.1124,11.0763,11.402,11.2466,11.9656,11.515,11.1407,11.1345,12.4763,12.2879
  Psma4,11.268,10.9306,11.3002,10.7581,11.9788,11.9126,12.172,12.2099,11.0262,11.1345,13.259,12.8471
  Psma5,10.3388,10.096,10.3717,10.0823,10.7396,10.5485,11.3885,11.1441,10.3059,10.3363,12.2153,11.8282
  Psma6,10.5548,10.3888,10.5182,10.3901,10.935,10.9607,11.4045,11.4183,10.5145,10.6479,12.4318,11.9922
  Psma7,11.2161,10.974,11.3344,10.9377,11.6671,11.4601,11.9094,11.8527,11.1362,11.1998,13.1214,12.5838
  Psmb10,11.2827,10.9801,11.1814,10.926,10.5819,10.36,10.8494,11.0133,11.0171,11.0199,11.9923,11.5354
  Psmb2,10.1144,9.8225,10.0868,9.8023,10.6533,10.5791,10.9443,11.0648,9.8454,10.0148,11.7582,11.5022
  Psmb3,10.6372,10.425,10.7181,10.2154,10.9459,10.669,11.4197,11.4833,10.5811,10.6361,12.3639,11.7615
  Psmb4,10.9471,10.7399,11.0446,10.7998,11.0913,10.8877,11.8658,11.7704,11.1212,11.0876,12.6828,12.0501
  Psmb5,9.6975,9.4227,9.7131,9.6613,10.0599,9.7039,10.4698,10.6618,9.595,9.6687,11.6147,10.9999
  Psmb6,10.6184,10.3038,10.595,10.1982,11.1614,10.9006,11.4053,11.5825,10.5597,10.6636,12.3969,11.9451
  Psmb7,10.6184,10.3796,10.66,10.4254,10.9261,10.6723,11.3423,11.3453,10.5456,10.5703,12.138,11.6657
  Psmb8,12.2684,12.1075,12.3393,11.9855,11.5951,11.3124,11.7873,11.9427,12.1411,12.2104,12.7054,12.2987
  Psmc3,11.2153,10.9734,11.1532,10.7692,11.6533,11.4813,11.9151,12.0669,11.0612,11.1129,12.7228,12.3822
  Psmc4,10.7002,10.5979,10.7289,10.4384,11.1622,11.0483,11.7541,11.8225,10.6764,10.768,12.7771,12.1433
  Psmc5,10.246,10.0119,10.1564,10.191,11.0139,10.8335,11.2106,11.3197,10.0161,10.2815,11.8558,11.8733
  Psmc6,10.7102,10.5398,10.6885,10.3584,10.8537,10.774,11.327,11.1714,10.5686,10.6573,12.0932,11.6435
  Psmd5,10.6255,10.5025,10.5877,10.501,10.4934,10.5302,10.8322,10.8398,10.5007,10.567,11.9729,11.374
  Psmd6,10.389,10.1802,10.3459,10.0879,10.3948,10.423,11.1003,10.932,10.3503,10.3909,11.9481,11.509
  Psme2,11.268,10.828,11.1863,10.8783,12.3592,12.1278,12.9199,12.861,10.9953,11.2243,13.482,13.197
  Psme2b,10.9607,10.9612,10.8764,11.0237,10.6688,10.7005,10.6123,10.7509,10.8801,10.851,11.3888,11.0921
  Psme3,11.4165,11.2869,11.37,11.4689,12.2652,12.2891,12.5732,12.5259,11.2499,11.7348,13.5405,13.1534
  Psmg1,8.1604,7.9358,8.2195,7.9761,9.1781,9.1483,9.4752,9.4758,7.9827,8.1372,10.5986,10.2704
  Psmg2,8.5035,8.4,8.3931,8.3029,8.927,8.7398,9.5401,9.4233,8.5286,8.4897,10.5848,10.0567
  Psmg4,8.4298,8.1198,8.4587,8.1593,8.473,8.1392,9.0247,9.0907,8.4185,8.3024,9.8306,9.1117
  Psrc1,7.0211,6.9547,6.8983,7.1585,12.8403,12.7886,13.6832,13.7475,6.9202,6.7457,6.6057,6.5594
  Pstpip1,10.7599,10.7735,10.6799,10.7167,10.5564,10.5791,10.7961,11.1071,10.9095,10.8639,9.7977,9.6624
  Ptafr,8.6591,8.1672,8.6568,8.3143,7.9623,8.1584,7.9627,7.5301,7.7269,8.1372,7.1244,7.8968
  Ptbp3,14.0664,14.0314,14.1152,14.1242,13.5625,13.4351,13.8179,13.8069,14.13,14.2523,14.4067,13.8991
  Ptcd2,9.6286,9.6131,9.7165,9.5915,9.6229,9.3498,9.9631,9.9838,9.6307,9.6389,10.9954,10.4046
  Ptcd3,11.7991,12.0633,12.2277,12.0739,11.7676,11.926,12.9572,12.5472,12.7101,12.2472,13.2365,12.7853
  Ptchd4,2.8535,2.2553,2.3153,2.5016,4.8144,4.9293,2.4232,2.9672,2.9778,2.5238,2.3615,2.4924
  Ptdss1,10.4661,10.5695,10.5505,10.5027,10.2242,10.3724,10.8419,10.7076,10.6164,10.6898,11.9297,11.3499
  Ptgdr2,3.9653,3.8917,2.7931,3.4131,4.8816,5.0162,4.5293,4.5299,3.2371,3.7688,5.5631,5.2234
  Ptges3,11.3591,11.2224,11.3843,11.1972,11.7648,11.5941,12.0654,11.9759,11.0391,11.1203,13.3587,12.7005
  Ptges3-ps,8.7441,8.6569,8.8059,8.4056,9.0886,9.124,9.1477,9.7878,8.2885,8.3496,10.91,10.021
  Ptgfr,3.0907,3.8143,3.3019,2.6992,4.3285,4.9293,2.4232,3.1849,2.6614,3.46,2.8908,2.4924
  Ptgir,4.9594,4.3949,4.6721,4.4785,5.5519,5.2492,4.5293,3.374,5.0979,4.8773,3.8329,5.0919
  Ptgis,7.209,7.4071,7.5217,7.8673,5.8822,6.0113,6.446,6.0805,7.001,6.7806,5.2966,6.1606
  Ptgs1,10.1102,9.8936,10.4402,10.3354,9.5344,8.7961,9.4641,8.8531,9.9108,9.8119,8.1621,9.073
  Ptgs2,4.0237,3.3499,3.6773,2.5016,4.0062,4.7381,3.8981,5.057,2.4728,2.9073,2.6502,3.1509
  Ptk7,3.4726,3.7327,3.4382,3.4131,4.8816,4.9293,4.1405,4.2692,4.5948,4.2391,2,4.2208
  Ptma,14.5168,14.2362,14.4684,14.2569,15.7924,15.4929,16.1915,16.1658,14.3796,14.5652,16.5232,15.8999
  Ptms,9.0934,8.9737,9.181,9.4147,9.3301,9.1192,8.7691,8.821,8.826,9.1292,7.8423,8.5288
  Ptn,3.5542,4.0349,2.5739,4.5314,4.3285,5.1756,4.7646,4.4481,3.7341,3.0666,2.6502,3.7828
  Ptov1,8.3998,8.496,8.3889,8.7584,8.1646,8.0182,8.2988,8.1376,8.5645,8.7786,8.9442,8.4335
  Ptp4a3,12.4866,12.4473,12.2443,12.681,13.9569,13.9331,14.2439,14.56,12.3834,12.5014,11.471,11.6191
  Ptpdc1,8.2053,8.2466,8.2101,7.9713,10.783,11.1455,11.424,11.697,7.8288,7.4847,7.9325,8.2984
  Ptpn12,9.3433,9.2826,9.346,9.3953,9.0707,8.9802,8.9669,8.9529,9.2204,9.2627,9.111,9.0599
  Ptpn13,6.3366,6.6104,6.3774,5.8384,7.4675,8.0286,6.4232,6.2348,6.308,5.9695,5.3379,6.6322
  Ptpn14,10.4922,10.7741,10.495,10.1345,11.6629,11.8948,11.8842,11.952,10.1072,9.8411,9.084,9.2741
  Ptpn18,11.5095,11.2575,11.4688,11.2945,11.0167,10.9428,10.8333,11.0371,11.4131,11.4365,10.7871,10.8201
  Ptpn6,14.2128,14.0989,14.0134,14.1215,13.9114,13.7646,13.7836,14.0517,14.1006,14.2827,15.1194,14.7976
  Ptprb,7.6079,7.6545,8.2005,7.6575,8.1443,7.9536,6.8039,6.6182,8.0727,8.5717,5.7578,8.1575
  Ptprc,16.124,16.1167,16.1409,16.0651,15.266,15.163,15.3092,15.4513,16.2176,16.2111,16.3397,16.0958
  Ptprcap,12.4885,12.3681,12.4844,12.2993,12.1989,11.7668,12.39,12.7276,12.6685,12.745,13.2916,12.9165
  Ptpre,10.1591,10.0577,10.2519,10.2295,10.2859,10.2701,10.0115,10.0888,10.3041,10.2642,8.8405,9.5727
  Ptprf,5.0181,4.6828,5.0149,5.8592,5.0072,6.0935,5.489,4.8174,6.3903,5.6555,5.0211,5.5584
  Ptprm,9.4119,9.5444,9.8869,9.3719,9.5755,8.9364,8.8735,8.6981,8.9168,8.6926,8.3701,8.8186
  Ptprn,3.9044,3.8917,3.7835,4.3073,4.6699,5.9684,3.0163,3.5411,3.4568,3.7688,4.2331,4.5055
  Ptprs,9.2622,9.2536,9.1391,9.7683,10.7463,10.7184,11.4254,11.3878,9.8344,9.8978,11.7323,11.3323
  Ptprt,4.5059,4.8854,4.1439,5.4836,6.1777,6.65,4.8352,5.1112,4.8872,5.0008,4.3179,5.2849
  Ptpru,2.2158,2.4722,2.5739,3.1682,4.8144,4.8369,3.4354,4.0648,3.1133,2.7283,2,3.6013
  Ptprz1,3.7046,3.8917,3.6773,4.4785,5.7081,6.1329,4.2479,4.5299,3.7341,3.46,3.9438,3.6013
  Ptrh1,4.9594,5.2212,4.6721,5.4566,7.3179,6.9438,7.5966,7.5498,4.9964,5.1506,7.1934,7.2017
  Ptrh2,9.5325,9.4047,9.5497,9.7265,9.3481,9.3203,9.7738,9.5439,9.5085,9.8898,10.3669,10.0969
  Ptx4,2,2,2,2,3.8805,4.9293,3.4354,2,2,2,3.0969,2.6873
  Pum3,10.6214,10.4651,10.5278,10.6155,11.9576,12.1805,12.3027,12.3113,10.4343,10.6007,13.1355,12.7934
  Purb,12.9636,13.0009,13.0149,13.22,12.5898,12.6422,13.1707,13.1475,13.2158,13.268,14.067,13.4305
  Pus1,9.1939,9.0088,9.0488,9.1084,10.1748,10.3559,10.6617,10.611,8.9978,9.0118,11.3434,11.0022
  Pus3,9.7142,9.508,9.6194,9.2629,10.3226,10.4505,10.5857,10.8277,9.5039,9.6733,11.5553,10.9528
  Pus7,9.8874,9.8818,9.8183,9.9296,11.5266,11.8326,11.9277,11.8047,9.7997,9.8832,12.9317,12.623
  Pus7l,8.3204,8.2355,8.2843,8.0183,9.4812,9.5193,9.6809,9.7198,8.2263,8.338,10.3519,10.34
  Pusl1,7.5091,7.6874,7.6253,7.603,8.237,8.3461,8.8902,8.8169,7.7788,7.9507,10.2837,9.8761
  Pvrig,6.6278,6.5281,6.7226,6.5516,6.4453,6.245,6.0602,5.5637,6.2206,5.7756,5.6637,6.0047
  Pwp1,10.1328,10.0334,10.1893,9.9406,11.1537,11.1952,11.7054,11.7782,10.0857,10.2611,12.4036,11.9086
  Pwp2,10.1509,10.0398,10.0907,10.0955,11.6211,11.8093,12.194,12.1037,10.1775,10.3304,13.17,12.671
  Pxdc1,11.2894,11.3099,11.4016,11.219,9.6545,9.4892,9.6347,9.9875,11.6519,11.5283,11.2952,10.9757
  Pxdn,3.4726,3.4555,4.1439,3.6224,4.5918,3.9396,3.4354,3.8266,4.1667,4.5399,2.3615,4.5563
  Pxk,12.7955,12.81,12.6697,12.9713,12.0913,11.9871,12.1265,12.3771,12.9222,13.0453,12.8502,12.8489
  Pxmp2,4.8983,4.9591,4.557,4.8961,4.3285,4.2574,4.5293,4.8811,4.5948,4.9608,4.0468,4.0184
  Pxmp4,9.2362,9.2754,9.1491,9.4783,9.4345,9.4429,8.9351,9.0772,9.3512,9.4817,8.4093,8.6151
  Pycrl,8.3436,8.2131,8.3889,8.023,8.4062,8.5197,9.0583,9.2196,8.3887,8.3878,10.5358,9.7234
  Pygb,11.111,11.104,11.1905,11.1689,10.4005,10.3662,10.5857,10.7541,11.1252,11.0992,11.3604,11.066
  Pygl,9.1633,8.9101,8.9807,8.7333,8.8537,8.7076,8.1952,7.7846,8.498,8.5948,6.8388,8.1738
  Pygo2,9.7579,9.7939,9.7496,9.991,9.2402,9.2414,9.8861,9.9619,9.9038,9.9689,10.2797,9.7792
  Qdpr,8.9197,8.6402,9.0301,9.0349,8.907,8.7076,9.4388,9.561,8.9237,8.7843,10.4931,9.9491
  Qk,12.1187,12.2038,12.2303,12.3592,11.9121,11.7955,12.099,12.0344,12.2973,12.4069,12.6127,12.1426
  Qpct,3.9653,4.2846,4.3652,4.8132,4.6699,5.3859,3.241,4.1706,4.6404,4.4846,3.4374,3.8657
  Qpctl,8.1571,8.2168,8.1715,8.6461,11.2921,11.306,11.7363,11.6848,8.1536,8.2201,8.5208,8.4471
  Qrfp,7.0495,7.2024,7.0009,7.6092,5.4669,6.1329,5.9047,5.8451,7.4985,7.7126,5.4549,5.9677
  Qrich2,3.8408,3.8917,3.1514,4.3667,5.5519,6.1712,4.8352,4.8174,4.0364,4.3671,5.4169,4.7432
  Qrsl1,9.6426,9.7308,9.6355,9.7848,9.4428,9.3582,9.9352,10.1304,9.9464,9.7892,10.5435,10.3409
  Qtrt1,8.0662,8.1117,8.1812,8.2169,9.3059,9.4272,9.7693,9.9036,8.4282,8.4103,10.6628,10.1526
  Qtrt2,9.555,9.5726,9.5096,9.6374,10.4526,10.6265,11.1021,11.1021,9.6406,9.5741,12.0108,11.374
  Rab11fip5,6.9015,6.9726,6.9217,7.3471,7.3889,6.8286,7.2921,7.6538,6.9567,7.3441,4.803,6.4293
  Rab19,8.666,8.5654,8.6285,8.4056,8.1443,7.9202,7.8132,8.3885,8.6309,8.6142,8.2831,8.0105
  Rab26,6.1394,5.9011,5.7503,6.1229,6.9929,6.8758,7.8648,7.3503,6.0622,5.9895,7.6182,8.015
